194 7 0.9984
161 3 0.5408
157 8 0.4992
145 1 0.6656
130 1 0.74048
120 6 0.53248
89 2 0.8736
65 8 0.624
49 6 0.8736
13 3 0.59072
177 1 0.624
154 8 0.5824
92 1 0.52416
68 6 0.82368
66 8 0.6656
58 7 0.71552
195 0 1.248
156 7 0.7072
123 3 0.54912
74 8 0.5408
64 7 0.59072
1 6 0.624
181 0 0.77376
69 5 0.60736
198 7 0.6656
153 0 0.9568
61 0 0.624
45 6 0.44928
7 2 0.624
194 0 1.3728
172 8 1.04832
161 4 0.9152
145 6 0.7488
130 6 0.42432
120 1 0.72384
97 8 0.61568
89 5 0.47424
49 1 0.64896
13 4 0.77376
196 7 0.7488
171 6 0.65728
163 3 0.9568
151 4 0.5824
94 6 0.98176
63 4 0.67392
11 3 0.6656
123 8 0.64896
111 7 0.5408
107 2 0.73216
84 2 0.5408
74 3 1.08992
56 7 0.61568
31 2 0.74048
23 7 0.77376
166 4 0.56576
129 7 0.56576
103 3 0.69056
98 0 0.67392
80 3 0.7488
70 2 0.6656
40 7 0.7072
35 3 0.624
14 4 0.64896
4 5 0.5824
185 6 0.46592
125 0 0.63232
8 2 0.624
184 2 0.4576
172 1 0.6656
157 6 0.7072
120 8 0.64064
110 5 0.76544
97 1 0.69056
65 6 0.88192
57 5 0.79872
49 8 0.56576
22 5 1.11488
170 4 0.78208
163 8 0.5408
114 6 0.4576
95 4 0.6656
53 6 0.75712
26 6 0.624
11 8 0.53248
192 5 0.61568
186 2 0.57408
175 4 0.59904
155 6 1.04
90 4 1.1648
67 6 0.72384
59 1 1.13984
166 3 0.61568
129 0 0.56576
103 4 0.65728
98 7 0.57408
80 4 1.17312
70 5 0.71552
40 0 0.74048
35 4 0.72384
14 3 0.7488
4 2 0.72384
179 6 0.5824
168 0 0.73216
158 5 0.47424
101 3 0.59072
82 3 0.72384
42 7 0.65728
37 3 0.74048
29 2 0.75712
164 3 0.64896
16 3 0.55744
5 1 0.88192
183 3 0.56576
162 8 0.49088
119 2 0.60736
100 0 0.57408
83 0 0.54912
43 4 0.60736
39 7 0.60736
36 0 0.59904
10 8 0.44928
174 2 0.624
169 0 0.34112
102 1 0.624
91 2 0.68224
81 1 0.7488
75 4 0.51584
34 1 0.68224
9 3 0.73216
148 2 0.56576
147 5 1.00672
132 5 0.624
113 6 0.61568
106 8 0.3328
85 8 0.61568
79 5 0.63232
76 2 0.54912
54 6 0.7488
30 8 0.44928
21 6 0.59904
167 4 0.69056
139 1 0.86528
138 8 0.42432
73 8 0.59072
72 1 0.77376
15 4 0.72384
199 6 0.51584
144 4 0.50752
131 4 0.78208
115 2 0.4992
52 2 0.57408
46 5 0.72384
27 2 0.60736
5 8 0.5408
183 4 0.72384
119 5 0.72384
100 7 1.07328
83 7 0.84032
43 3 0.92352
39 0 0.624
36 7 0.64896
6 8 0.624
152 7 0.56576
146 0 1.04
133 0 0.63232
121 5 0.64064
88 1 0.50752
78 0 0.624
60 7 0.69888
48 5 0.64896
47 2 0.59904
176 6 0.5824
149 0 0.77376
126 5 0.65728
112 4 0.52416
106 3 0.56576
93 6 0.51584
85 3 0.57408
77 0 0.5408
55 4 0.69888
30 3 0.624
20 4 0.54912
139 8 0.48256
138 1 0.97344
128 6 0.8736
73 1 0.832
72 8 0.69056
41 6 0.5824
190 0 0.5824
178 6 0.67392
124 1 0.90688
71 8 0.59072
18 3 0.64896
162 6 0.59072
140 2 0.57408
135 2 0.48256
10 6 0.63232
6 1 1.01504
193 1 0.34944
189 0 0.93184
105 4 0.65728
86 4 1.22304
33 4 0.69888
2 2 0.85696
197 8 0.60736
160 6 0.61568
150 3 0.48256
142 2 0.9568
137 2 0.4992
109 5 0.5824
62 3 0.5824
12 6 0.64896
138 6 1.02336
128 1 0.7072
73 6 0.5824
41 1 0.50752
180 2 0.624
159 4 1.1648
124 8 0.63232
71 1 0.59072
19 3 0.47424
143 2 0.9984
136 2 0.47424
118 6 0.52416
117 1 0.72384
116 8 0.76544
99 4 0.51584
51 8 0.5408
50 1 0.72384
25 1 0.60736
24 8 0.64896
182 2 0.57408
165 7 0.5408
141 5 0.5408
134 5 0.4576
38 6 0.72384
28 1 0.67392
17 7 0.57408
197 7 0.82368
173 5 1.04
96 5 0.65728
44 0 0.624
0 2 0.51616
191 4 0.77376
188 6 0.53248
187 1 0.6656
154 5 0.61568
127 7 0.74048
104 2 0.60736
87 2 0.624
66 5 0.68224
32 2 0.60736
195 7 0.8736
156 0 1.02336
123 4 0.7488
64 0 0.6656
1 1 0.56576
122 0 0.59904
117 8 0.7904
116 1 0.59904
108 4 0.51584
51 1 0.5824
50 8 0.624
25 8 0.46592
24 1 0.59072
3 6 0.59904
182 5 0.59904
165 0 1.01504
141 2 0.60736
134 2 0.46592
38 1 0.624
28 6 0.81536
17 0 0.59072
194 5 0.59904
161 1 1.17312
145 3 0.7072
130 3 0.75712
120 4 0.89856
89 0 0.34112
49 4 0.61568
13 1 0.82368
177 7 0.53248
92 7 0.48256
68 0 0.69888
58 1 0.8736
111 2 0.5408
107 7 0.7072
84 7 0.78208
74 6 0.67392
56 2 0.53248
31 7 0.61568
23 2 0.60736
1 8 0.67392
181 2 0.72384
103 8 0.59904
80 8 0.57408
69 7 0.55744
35 8 0.72384
198 5 0.5408
153 2 0.61568
61 2 0.65728
45 4 0.63232
38 8 0.65728
7 0 0.63232
184 5 0.4576
172 6 0.68224
157 1 0.5408
145 8 0.5824
130 8 0.72384
110 2 0.7072
97 6 1.05664
65 1 0.82368
57 2 0.6656
22 2 0.624
196 1 0.9152
171 0 0.39104
163 5 0.5408
151 2 0.624
94 0 0.7072
63 2 0.624
11 5 0.832
111 5 1.13152
107 0 0.77376
84 0 1.04
74 1 1.04
56 5 0.85696
31 0 0.73216
23 5 0.84032
166 6 0.61568
129 5 0.7488
103 1 0.7488
98 2 0.69888
80 1 0.59072
70 0 0.6656
40 5 0.60736
35 1 0.64896
14 6 0.624
4 7 0.5408
185 0 1.2896
125 6 1.0816
42 8 0.63232
8 4 0.57408
164 6 0.49088
144 8 0.48256
131 8 0.6656
16 6 0.73216
5 4 0.5824
170 6 0.61568
114 4 0.51584
95 6 0.81536
53 4 0.72384
26 4 0.72384
192 7 1.2896
186 0 1.1232
175 6 0.52416
155 4 0.9984
90 6 0.49088
67 4 0.73216
59 3 0.5824
148 5 0.84032
147 2 0.69888
132 2 0.7072
113 1 0.832
112 8 0.34944
79 2 0.59072
76 5 0.5408
55 8 0.69888
54 1 0.74048
21 1 0.59072
20 8 0.65728
179 0 0.49088
168 6 0.5824
158 3 0.50752
101 5 0.72384
82 5 0.624
42 1 0.6656
37 5 0.63232
29 4 0.75712
164 1 0.55744
16 1 0.64896
5 3 0.74048
183 1 0.5408
119 0 0.72384
100 2 0.52416
83 2 0.55744
43 6 0.59072
39 5 0.69056
36 2 0.64896
174 4 0.624
169 6 0.7488
102 7 0.94848
91 4 1.08992
81 7 0.74048
75 2 0.61568
59 8 0.7072
34 7 0.56576
9 5 0.99008
176 3 0.5824
149 5 0.832
126 0 0.5824
113 8 0.44096
112 1 0.89856
106 6 0.7488
93 3 0.624
85 6 0.57408
77 5 0.624
55 1 0.74048
54 8 0.59072
30 6 0.73216
21 8 0.56576
20 1 0.60736
167 6 0.64064
139 3 0.84032
72 3 0.77376
15 6 0.67392
199 4 0.54912
164 8 0.56576
144 6 0.74048
131 6 0.48256
115 0 0.9152
52 0 0.624
46 7 0.73216
27 0 0.61568
16 8 0.63232
162 1 0.7072
140 5 0.50752
135 5 0.46592
10 1 0.77376
6 6 0.624
152 1 0.68224
146 6 0.60736
133 6 0.624
121 3 0.5408
88 7 0.51584
78 6 0.5408
60 1 0.99008
48 3 0.72384
47 4 0.51584
176 4 0.77376
149 2 0.65728
126 7 0.51584
112 6 0.63232
106 1 0.832
93 4 0.88192
85 1 0.63232
77 2 0.54912
55 6 0.64064
30 1 0.624
20 6 0.64896
138 3 1.02336
128 4 0.69888
73 3 0.7904
41 4 0.48256
190 6 0.49088
178 0 0.67392
124 7 0.65728
18 5 0.60736
143 7 0.5408
136 7 0.4576
118 3 0.57408
117 4 0.624
108 8 0.35776
99 1 0.89024
50 4 0.624
25 4 0.69888
193 3 0.52416
189 2 0.69888
105 6 0.56576
88 8 0.44096
86 6 0.52416
33 6 0.624
2 0 0.77376
173 8 0.9984
160 4 0.9568
150 1 0.96512
142 0 0.64896
137 0 0.77376
109 7 0.72384
96 8 0.52416
62 1 0.82368
12 4 0.67392
191 3 0.51584
188 1 0.624
187 6 0.64896
154 2 0.51584
127 0 0.54912
104 5 0.60736
87 5 0.60736
66 2 0.72384
32 5 0.6656
180 4 0.97344
159 2 0.4992
71 7 0.7072
19 5 0.65728
143 0 0.69888
136 0 0.82368
118 4 0.71552
117 3 0.57408
99 6 0.96512
50 3 0.67392
25 3 0.69056
182 0 1.17312
165 5 0.57408
141 7 0.59072
134 7 0.46592
45 8 0.5824
38 4 0.54912
28 3 0.67392
17 5 0.75712
197 1 0.90688
173 3 0.61568
96 3 0.4576
44 6 0.53248
0 4 0.51616
188 8 0.832
177 2 0.60736
92 2 0.64896
68 5 0.69888
58 4 0.53248
195 5 0.49088
156 2 0.51584
123 6 0.5824
64 2 0.624
1 3 0.57408
122 2 0.4576
116 3 0.43264
108 6 0.68224
51 3 0.54912
24 3 0.624
3 4 0.57408
198 2 0.624
153 5 0.77376
61 5 0.61568
45 3 0.69056
28 8 0.3328
7 7 0.3328
194 3 0.4576
184 8 0.9152
161 7 0.624
145 5 0.624
130 5 0.75712
120 2 0.53248
89 6 0.51584
49 2 0.59072
13 7 0.60736
187 8 0.65728
177 5 0.7904
92 5 0.52416
68 2 0.69888
58 3 0.56576
111 0 0.4992
107 5 0.6656
84 5 0.57408
74 4 0.5408
56 0 0.61568
31 5 0.78208
23 0 0.65728
181 4 0.9568
69 1 0.76544
4 8 0.5408
185 5 0.47424
125 3 0.56576
29 8 0.38272
8 1 0.86528
184 7 0.4576
172 4 0.69888
161 8 0.61568
157 3 0.4992
110 0 0.65728
97 4 0.49088
65 3 0.65728
57 0 0.6656
22 0 0.5824
13 8 0.64896
196 3 0.624
171 2 0.73216
163 7 0.60736
151 0 1.2896
94 2 0.94848
63 0 0.67392
11 7 0.5824
192 0 0.99008
186 7 0.57408
175 1 0.59072
174 8 0.8736
155 3 0.52416
91 8 0.50752
90 1 0.49088
67 3 0.64896
59 4 0.72384
166 0 0.92352
129 3 0.64896
103 7 0.77376
98 4 0.55744
80 7 0.624
70 6 0.7488
69 8 0.60736
40 3 0.5824
35 7 0.77376
14 0 0.64896
4 1 1.31456
185 2 0.47424
158 8 0.50752
125 4 0.61568
8 6 0.67392
199 8 0.57408
164 4 0.63232
16 4 0.59072
5 6 0.56576
196 8 0.72384
170 0 0.46592
114 2 0.4576
95 0 0.8736
53 2 0.68224
26 2 0.72384
175 8 0.7488
174 1 0.624
169 3 0.75712
102 2 0.69888
91 1 0.57408
90 8 0.53248
81 2 0.59072
75 7 0.49088
34 2 0.64896
9 0 0.60736
176 8 0.92352
148 7 0.4576
147 0 1.09824
132 0 0.75712
113 3 0.4992
93 8 0.55744
79 0 0.63232
76 7 0.4992
54 3 0.64064
21 3 0.52416
179 2 0.54912
168 4 0.7072
158 1 0.56576
101 7 0.79872
82 7 1.1232
42 3 1.1232
37 7 0.72384
29 6 0.63232
199 3 1.17312
144 1 0.61568
131 1 0.63232
115 7 0.4992
52 7 0.624
46 0 0.6656
27 7 0.67392
183 7 0.67392
140 8 0.55744
135 8 0.4992
119 6 0.60736
100 4 0.5408
83 4 0.81536
43 0 0.42432
39 3 0.7072
36 4 0.59072
174 6 0.64896
169 4 0.80704
102 5 0.57408
91 6 0.5824
81 5 0.5408
75 0 0.57408
34 5 0.75712
9 7 0.46592
176 1 0.6656
149 7 0.57408
126 2 0.624
112 3 0.4576
106 4 0.59904
93 1 0.64064
85 4 0.7904
77 7 0.54912
55 3 0.69888
30 4 0.624
20 3 0.61568
167 0 0.76544
139 5 0.46592
72 5 0.77376
15 0 0.72384
190 3 0.57408
180 8 0.77376
178 5 0.74048
124 2 0.69888
18 0 0.69888
183 8 0.74048
162 3 0.89856
140 7 0.57408
135 7 0.55744
10 3 0.59904
6 4 0.624
152 3 0.48256
146 4 0.60736
133 4 0.61568
121 1 1.1232
88 5 0.38272
78 4 0.67392
60 3 0.64896
48 1 0.82368
47 6 0.79872
160 3 0.46592
150 6 0.40768
142 7 0.57408
137 7 0.5408
109 0 0.72384
62 6 0.76544
12 3 0.60736
0 8 0.24992
138 5 0.4992
128 2 0.624
73 5 0.55744
41 2 0.5408
190 4 0.9152
178 2 0.67392
124 5 0.69888
18 7 0.7072
143 5 0.61568
136 5 0.53248
118 1 0.7072
117 6 0.64896
99 3 0.68224
50 6 0.7488
25 6 0.60736
3 8 0.65728
193 5 0.59072
189 4 0.74048
152 8 0.55744
105 0 0.61568
86 0 0.80704
60 8 0.49088
33 0 0.69888
2 6 0.63232
197 4 0.52416
173 6 0.60736
96 6 1.47264
44 3 0.86528
0 1 0.38304
191 1 0.55744
188 3 0.64064
187 4 0.46592
154 0 0.85696
127 2 0.65728
104 7 0.57408
87 7 0.78208
66 0 0.72384
32 7 0.7488
180 6 0.67392
159 0 0.832
71 5 0.69888
19 7 1.1232
122 5 0.67392
116 4 0.51584
108 1 0.94016
99 8 0.53248
51 4 0.5408
24 4 0.624
3 3 0.64064
182 6 0.624
165 3 0.8736
153 8 0.60736
141 1 0.90688
134 1 0.5408
61 8 0.72384
38 2 0.69888
28 5 0.78208
17 3 0.71552
197 3 0.71552
173 1 0.624
150 8 0.5824
96 1 0.82368
62 8 0.5824
44 4 0.624
0 6 0.24992
191 8 0.54912
177 0 0.5824
92 0 1.04832
68 7 0.69888
58 6 0.59072
195 3 0.38272
156 4 0.9152
